i,x1,y1,z1
2484,1.1021289,1.4723084,-0.3549927
2485,-1.1669437,1.2638617,-0.9474586
2486,0.16698915,1.4113737,-1.6418984
2487,0.004652664,0.8778394,0.12592182
2488,0.004652664,0.8778394,0.12592182
2489,0.004652664,0.8778394,0.12592182
2490,-0.6365565,1.0199561,1.1897475
2491,-1.221194,1.2667223,-0.39068702
2492,-0.16394669,0.92686254,-0.8548713
2493,-0.0592297,0.9530423,-0.8004215
2494,-0.05922976,0.9530423,-0.80042136
2495,-0.05922976,0.9530423,-0.80042136
2496,0.60810435,1.6072176,-0.41044787
2497,1.0598094,1.0807921,1.3920548
2498,-0.05746028,1.0061163,1.3650914
2499,-1.0076654,1.0200956,0.9583155
2500,-1.2534477,1.0838584,-0.22968572
2501,-0.5545883,0.8439615,-1.5981879
2502,-1.6944195,1.2872022,-0.57497287
2503,1.0456195,0.7114546,0.15544462
2504,0.97842085,0.8105679,-0.6351011
2505,0.44367757,0.36358666,-0.79498684
2506,0.105253294,0.07631558,0.37378323
2507,0.10520582,0.076296225,0.37381798
2508,-1.1219124,1.0847584,-1.5485766
2509,-0.24770066,0.78077906,-0.6675576
2510,-0.08957113,0.79316485,-0.28387493
2511,-0.08943418,0.7931621,-0.28400356
2512,-0.08943418,0.7931621,-0.28400356
2513,-0.08943418,0.7931621,-0.28400356
2514,0.5016533,0.26234573,-2.5154824
2515,0.09606455,-0.1985174,0.23552464
2516,-1.3914975,1.0537975,0.5159627
2517,0.09606455,-0.1985174,0.23552464
2518,0.09606455,-0.1985174,0.23552464
2519,0.09606455,-0.1985174,0.23552464
2520,-0.43249428,0.961986,-1.9807533
2521,0.0012925714,0.030723482,0.26159588
2522,0.0012925714,0.030723482,0.26159588
2523,0.0012925714,0.030723482,0.26159588
2524,0.0012925714,0.030723482,0.26159588
2525,0.0012925714,0.030723482,0.26159588
2526,0.04512945,-0.8670606,-0.032207757
2527,0.04512945,-0.8670606,-0.032207757
2528,0.04512945,-0.8670606,-0.032207757
2529,0.04512945,-0.8670606,-0.032207757
2530,0.03538309,-0.9177563,-0.13354054
2531,0.78596735,-0.18230219,-1.7189728
2532,0.96168834,0.4656558,-0.06884265
2533,-0.37331998,-1.0978981,-0.6575676
2534,0.7335628,0.09213689,-1.2867657
2535,0.045325086,-1.3404006,-0.052098185
2536,0.045350164,-1.3403578,-0.05213335
2537,0.045325086,-1.3404006,-0.052098185
2538,0.9351719,0.9872887,-0.9308677
2539,-0.9228368,-0.58202064,-1.2228154
2540,0.06260675,-1.2000573,-0.10367742
2541,0.06879625,-1.2049035,-0.09213069
2542,0.06879625,-1.2049035,-0.09213069
2543,0.06879625,-1.2049035,-0.09213069
2544,2.076446,0.20522694,1.4535677
2545,0.053100422,-1.6465923,0.004107684
2546,-1.6444763,0.379712,1.957347
2547,0.053098366,-1.6465962,0.004109949
2548,-1.7022147,-0.11247149,-2.1317782
2549,0.053098366,-1.6465962,0.004109949
2550,0.525073,0.58154327,-1.5685838
2551,1.5550591,1.2349083,-0.49601236
2552,1.3079137,1.4091194,0.7485155
2553,0.16595921,1.1268378,1.1739808
2554,-0.9397272,1.1633536,0.6026281
2555,-0.9390726,1.1331574,-0.6836673
2556,0.24878669,-0.8553473,-0.51936626
2557,0.7772242,-0.5691141,0.781471
2558,-1.3191868,-0.2931732,-0.21134308
2559,0.008106649,-0.9763219,-0.08410433
2560,0.008106574,-0.9763219,-0.08410421
2561,0.008106574,-0.9763219,-0.08410421
2562,-1.0318874,0.6480549,1.6115468
2563,0.040970802,-0.6445494,-0.046294123
2564,-1.6144716,0.3683188,-1.3491309
2565,0.040970802,-0.6445494,-0.046294123
2566,0.040191904,-0.64394444,-0.04778543
2567,0.040970802,-0.6445494,-0.046294123
2568,0.09945054,-0.36858416,-0.023627013
2569,0.09945054,-0.36858416,-0.023627013
2570,0.09945054,-0.36858416,-0.023627013
2571,0.09945054,-0.36858416,-0.023627013
2572,0.099479824,-0.36887658,-0.023765117
2573,0.14990295,-0.24728073,-0.83158433
2574,0.7633632,-0.13789973,1.1375256
2575,-0.68494165,-1.0489932,-0.29844466
2576,1.1229328,0.18288419,-0.42479804
2577,0.023761958,-1.4221684,-0.049359232
2578,0.0287956,-1.4161273,-0.05321279
2579,0.02459544,-1.422638,-0.04825881
2580,0.010426998,-1.0232083,-0.14211145
2581,0.010426998,-1.0232083,-0.14211145
2582,0.012767047,-1.0437796,-0.21796885
2583,1.2492126,-0.3795619,-0.8704368
2584,1.0072174,-0.4384759,1.3890024
2585,-1.118839,-0.39377707,0.66873837
2586,-1.0328227,0.9691304,0.9187678
2587,1.0582376,1.1008927,-0.4828904
2588,0.6957964,0.9206724,-1.212557
2589,0.10496801,0.18326181,0.3204639
2590,0.09238009,0.18589662,0.34259602
2591,0.09238006,0.18589664,0.342596
2592,0.10802388,0.5565823,-0.0025111139
2593,-0.6078118,0.6505783,-1.4589616
2594,-0.044805765,0.6711484,-0.38277164
2595,-0.04466711,0.67113745,-0.38248459
2596,-0.04466711,0.67113745,-0.38248459
2597,-0.04466711,0.67113745,-0.38248459
2598,0.9759787,1.1904043,-0.72504354
2599,0.101532206,-0.34492266,0.03745225
2600,0.102003396,-0.3444535,0.036902696
2601,0.10153359,-0.34492213,0.03745246
2602,0.10153359,-0.34492213,0.03745246
2603,0.10153359,-0.34492213,0.03745246
2604,-1.25494,1.280758,-1.0642542
2605,0.075412154,1.0318447,0.29006305
2606,0.075412154,1.0318447,0.29006305
2607,0.075412154,1.0318447,0.29006305
2608,0.075412154,1.0318447,0.29006305
2609,0.075412154,1.0318447,0.29006305
2610,-1.7018749,1.5358479,0.7774482
2611,-0.068887636,0.6994292,-0.450129
2612,-0.68164027,0.9848649,-2.1365547
2613,-0.068887636,0.6994292,-0.450129
2614,-0.068887636,0.6994292,-0.45012894
2615,-0.068887636,0.6994292,-0.450129
2616,-1.3677315,0.21047242,-0.83405924
2617,-0.19126987,-0.22966816,-0.59252036
2618,0.12784107,-0.27222198,0.08531156
2619,0.12784599,-0.27222162,0.08531353
2620,0.12784599,-0.27222162,0.08531353
2621,0.12784599,-0.27222162,0.08531353
2622,1.7753208,-0.16859502,-1.1879107
2623,1.7867888,-0.19874226,1.0219631
2624,-0.6767242,-0.18111102,1.8593963
2625,-1.733656,-0.1611562,-0.53570616
2626,-0.016837582,-1.1104792,-0.18263313
2627,0.014062926,-1.1302842,-0.13486478
2628,0.05696842,0.19064038,0.3284644
2629,0.05696842,0.19064038,0.3284644
2630,0.05696842,0.19064038,0.3284644
2631,0.05696842,0.19064038,0.3284644
2632,0.07999407,0.2537877,0.3308805
2633,0.05696842,0.19064038,0.3284644
2634,0.99594676,0.080025494,-0.87970805
2635,1.8339361,-0.2759645,0.5946777
2636,1.1017978,-0.27336043,1.6437906
2637,-0.15396646,-0.27034724,1.7839825
2638,-1.3439921,-0.2547183,1.2236924
2639,-1.804535,-0.35823202,-0.03912413
2640,2.1136484,-0.30859852,-1.2146586
2641,0.01601509,-1.6660935,-0.101953775
2642,-1.4099486,-0.2684877,1.8803447
2643,0.01601509,-1.6660935,-0.101953775
2644,0.015745789,-1.6660055,-0.10224667
2645,0.01601509,-1.6660935,-0.101953775
2646,-0.13876796,1.0971875,-0.07356328
2647,-0.11834341,0.9886314,-0.44651732
2648,0.69434154,0.76013845,-1.9642662
2649,1.7371978,1.3552144,-0.5475242
2650,1.5511874,1.506214,0.7300563
2651,0.2413804,1.2927288,1.3931214
2652,0.0143567175,-1.3894674,-0.063943654
2653,0.032041207,-1.3986083,-0.17360821
2654,0.71388984,-0.86153525,-0.03580132
2655,0.20384052,-1.2365968,0.13027439
2656,-0.2617424,-1.112393,0.46856543
2657,-0.7827012,-0.9679486,-0.1323587
2658,0.07835513,-2.036949,0.06126973
2659,0.07835513,-2.036949,0.06126973
2660,0.07835513,-2.036949,0.06126973
2661,0.07835513,-2.036949,0.06126973
2662,0.60246795,-1.1014866,-1.5062836
2663,0.07835513,-2.036949,0.06126973
2664,-0.40271664,1.500967,1.4669911
2665,-1.4502392,1.4860557,0.08645201
2666,-0.9174801,0.9456152,-1.5519681
2667,-0.075611755,0.83601046,-0.37760797
2668,-0.072186425,0.8391481,-0.37848857
2669,-0.072186425,0.8391481,-0.37848857
2670,-0.21212244,0.6665225,-1.4070404
2671,-0.01176931,-0.059849583,0.26839745
2672,-0.01176931,-0.059849583,0.26839745
2673,-0.01176931,-0.059849583,0.26839745
2674,-0.01176931,-0.059849583,0.26839745
2675,-0.01176931,-0.059849583,0.26839745
2676,0.07189125,-0.37519288,0.028731614
2677,0.07189125,-0.37519288,0.028731614
2678,0.07187155,-0.3779335,0.027862161
2679,0.07189125,-0.37519288,0.028731614
2680,1.6696385,0.81440854,-1.3650395
2681,0.07189125,-0.37519288,0.028731614
2682,1.9761147,-0.36372298,0.47318587
2683,-0.44789642,-0.26461256,1.9837629
2684,-1.8481131,-0.24848266,-0.5947224
2685,0.053905964,-1.1972097,0.004787892
2686,0.054454118,-1.1976103,0.0056174695
2687,0.054454118,-1.1976103,0.0056174695
2688,2.3358374,0.032463685,-0.28877285
2689,0.08273083,-1.6464059,-0.021443397
2690,-1.9476436,0.15702406,1.1044813
2691,0.08273083,-1.6464059,-0.021443397
2692,0.08270989,-1.6463984,-0.021465808
2693,0.08273083,-1.6464059,-0.021443397
2694,1.135019,1.1257452,-0.38594487
2695,-1.5264933,0.5174357,0.33170715
2696,-0.04415308,0.9253696,-1.5063928
2697,0.08156784,-0.60286546,-0.1050857
2698,0.08156839,-0.6028659,-0.10508469
2699,0.08156839,-0.6028659,-0.10508469
2700,0.051724285,-0.5281453,-0.355171
2701,1.3112524,0.20093364,-1.6760808
2702,1.887796,0.31917238,0.26599032
2703,0.27591056,0.3854701,1.679453
2704,-1.4445829,0.43325406,0.5471451
2705,-0.93881893,-0.064836144,-1.3766767
2706,-0.23507175,0.4781261,2.2163444
2707,1.0459229,-0.5650098,-0.3797795
2708,-2.382553,0.5524837,0.14053777
2709,0.06690414,-1.8046876,0.0675219
2710,-1.0785264,-0.46918595,-1.9483482
2711,0.0668952,-1.8047025,0.0675312
2712,1.0436475,1.8834654,-0.46748236
2713,-0.07367344,0.03412938,0.219098
2714,-0.07365917,0.03414233,0.21911427
2715,-0.07367276,0.03412977,0.21909863
2716,-0.07367276,0.03412977,0.21909863
2717,-0.07367276,0.03412977,0.21909863
2718,0.70741206,0.16880143,1.4701482
2719,-1.1745704,0.22505921,0.3333829
2720,-0.11498709,-0.3304925,-0.42982587
2721,0.0832248,-0.3138644,0.15516526
2722,0.0832248,-0.3138644,0.15516526
2723,0.0832248,-0.3138644,0.15516526
2724,-1.4163507,1.471027,-0.05704069
2725,0.11204033,1.687185,0.46689603
2726,0.11204033,1.687185,0.46689603
2727,0.11204033,1.687185,0.46689603
2728,0.11204033,1.687185,0.46689603
2729,0.11204033,1.687185,0.46689603
2730,2.0485702,0.0535423,0.9439244
2731,0.021377712,-1.4189171,-0.10735336
2732,-1.8930503,0.19958188,1.1681725
2733,0.021320373,-1.4190146,-0.10730818
2734,-0.29676485,-1.2102622,-0.6225842
2735,0.021320373,-1.4190146,-0.10730818
2736,0.23053916,0.67207074,-1.298888
2737,0.01666224,-0.16557468,0.15579617
2738,0.016662404,-0.16557467,0.1557965
2739,0.016662404,-0.16557467,0.1557965
2740,0.016662404,-0.16557467,0.1557965
2741,0.016662404,-0.16557467,0.1557965
2742,-1.4189504,-0.6869372,-2.372607
2743,0.16549046,-2.1569757,0.14892945
2744,0.1654866,-2.1569822,0.14893278
2745,0.16548672,-2.1569822,0.14893326
2746,0.16548672,-2.1569822,0.14893326
2747,0.16548672,-2.1569822,0.14893326
2748,0.16115892,-0.5015794,-0.3138645
2749,-0.026355445,-1.3843321,-0.15023711
2750,0.11837287,-1.2488757,-0.23335114
2751,0.0067424923,-1.4082423,-0.08863893
2752,0.0067424923,-1.4082423,-0.08863893
2753,0.0067424923,-1.4082423,-0.08863893
2754,1.5757775,0.24239336,0.9576795
2755,0.13533944,0.188111,1.6644086
2756,-1.1421843,0.14925969,0.8717767
2757,-1.5685748,0.18857323,-0.4177055
2758,-0.43996692,-0.3756215,-0.8641082
2759,0.07110064,-0.6329611,-0.056028992
2760,-0.2682474,1.4585811,2.0759754
2761,0.08384818,-0.0025161058,0.33836418
2762,-0.24871919,1.0901538,-1.8463676
2763,0.08384818,-0.0025161058,0.33836418
2764,0.08384818,-0.0025161058,0.33836418
2765,0.08384818,-0.0025161058,0.33836418
2766,0.7158145,0.7908641,-1.8176419
2767,1.6146328,1.2064689,-0.94900525
2768,1.6444767,1.1988877,0.07907476
2769,1.3182346,1.238871,0.90505755
2770,0.42189348,1.034133,1.3351842
2771,-0.5285494,1.1022662,1.1653912
2772,0.027227521,-0.8817508,-0.17764029
2773,0.01963079,-0.8891571,-0.31848517
2774,0.8124931,-0.12651686,-1.869852
2775,1.7247173,0.076241076,-0.73208237
2776,1.7527924,0.01850684,0.3904802
2777,0.9201842,0.06577559,1.6074481
2778,1.5439304,0.9976901,1.6552637
2779,0.034226924,-0.814259,-0.3002558
2780,-1.2548044,1.109122,1.6600735
2781,0.034226924,-0.814259,-0.3002558
2782,-1.7323767,0.92924255,-1.7338744
2783,0.034226924,-0.814259,-0.3002558
2784,0.03484319,-1.3594074,0.038221568
2785,0.03892833,-1.4045414,-0.037522346
2786,0.033676118,-1.4005855,-0.044879228
2787,0.03892833,-1.4045414,-0.037522346
2788,0.03892833,-1.4045414,-0.037522346
2789,0.03892833,-1.4045414,-0.037522346
2790,1.8508009,0.20958342,0.18208301
2791,0.9649569,0.23620515,1.6174325
2792,-0.62364984,0.37406301,1.5725762
2793,-1.4832028,0.30660105,0.061011225
2794,-0.85923415,-0.22062542,-1.4766152
2795,0.07978909,-0.5981906,-0.08504507
2796,-0.87783325,1.1184881,0.11490303
2797,-0.15054503,0.9321411,-0.18879977
2798,-0.15327853,0.9323076,-0.18894538
2799,-0.15059918,0.9320676,-0.18894091
2800,-0.15059918,0.9320676,-0.18894091
2801,-0.15059918,0.9320676,-0.18894091
2802,1.7813369,0.7278741,-0.027461275
2803,1.2900074,0.72537124,1.1789988
2804,0.050160766,0.79014176,1.4998834
2805,-1.1763878,0.75923294,0.8653616
2806,-1.4691942,0.7792395,-0.513381
2807,-0.3483262,0.3887354,-1.2509224
2808,-1.5814388,0.7216149,-0.5086801
2809,0.09002127,-0.55514175,-0.03284481
2810,0.09002127,-0.55514175,-0.03284481
2811,0.09002127,-0.55514175,-0.03284481
2812,0.09002127,-0.55514175,-0.03284481
2813,0.09002127,-0.55514175,-0.03284481
2814,1.0787761,1.0167474,-0.3523998
2815,0.028018042,-0.70491415,-0.07652411
2816,0.44050163,0.7188956,-1.6483028
2817,0.028101116,-0.7049814,-0.07636073
2818,0.028101116,-0.70498127,-0.07636073
2819,0.028101116,-0.7049814,-0.07636073
2820,-0.15756795,0.8488016,-0.98544836
2821,1.2673506,0.6220281,-1.6610183
2822,1.2409841,1.070877,1.1709396
2823,-1.0461396,1.0339301,0.5619285
2824,-0.33522543,0.89247024,-1.2948544
2825,-0.17065072,0.8963354,-0.991639
2826,0.81599116,1.6526934,-0.71258736
2827,-1.0838108,1.2693515,0.5112591
2828,-0.94472635,1.0279913,-1.2392877
2829,-0.082827255,0.8704017,-0.045172334
2830,-0.081508815,0.87079203,-0.047599316
2831,-0.081508815,0.87079203,-0.047599316
2832,1.276894,0.11803353,1.2480859
2833,0.1673276,0.14653873,1.6613009
2834,-0.96187234,0.13668574,1.4223412
2835,-1.5324832,0.13665724,0.23203471
2836,-1.436776,-0.02719587,-0.98665667
2837,-0.17017353,-0.47274715,-0.29946202
2838,-0.29009396,-0.5868517,-0.6621896
2839,0.043350473,-0.8101815,-0.091109544
2840,0.04335481,-0.81018513,-0.09110138
2841,0.04335481,-0.81018513,-0.09110138
2842,0.04335481,-0.81018513,-0.09110138
2843,0.04335481,-0.81018513,-0.09110138
2844,-0.97291017,1.0199015,-1.3848137
2845,-0.12894079,1.0764079,-1.1828907
2846,-0.106162846,1.0717607,-1.1526632
2847,-0.10615972,1.0717591,-1.1526575
2848,-0.10615972,1.0717591,-1.1526575
2849,-0.10615972,1.0717591,-1.1526575
2850,0.06408654,-0.06965599,0.33280945
2851,0.4453762,-0.05353973,-1.1766785
2852,1.9800009,0.5486336,-0.9839871
2853,1.6222895,0.65746796,1.2790445
2854,-0.59795785,0.73717207,1.5371305
2855,-1.5574206,0.6699822,-0.5010748
2856,-1.554024,1.3948718,-0.40598854
2857,0.5248072,1.1702822,-1.3116206
2858,-0.0016164482,0.9933868,0.20878237
2859,-0.0032351762,0.99292856,0.20610297
2860,-0.0032352358,0.9929285,0.20610294
2861,-0.0032352358,0.9929285,0.20610294
2862,0.0704478,0.051487446,0.30360794
2863,0.07070972,0.047375485,0.3030629
2864,0.50961787,0.14007214,-1.797725
2865,1.8844279,0.7667816,-0.63906384
2866,1.4874908,0.8165078,1.2060419
2867,-0.4062624,0.86852366,1.4852285
2868,-1.6615535,1.539327,-0.8792411
2869,-0.14671323,1.1392432,-1.1511834
2870,-0.14671323,1.1392432,-1.1511834
2871,-0.14671323,1.1392432,-1.1511834
2872,-0.14671323,1.1392432,-1.1511834
2873,-0.14671323,1.1392432,-1.1511834
2874,-0.77285504,-0.6483786,1.0977457
2875,-1.5663422,-0.5583405,-0.30671027
2876,-0.06056705,-1.2861401,-0.19568661
2877,0.01151073,-1.3433293,-0.07547346
2878,0.01151073,-1.3433293,-0.07547346
2879,0.01151073,-1.3433293,-0.07547346
2880,-1.0768504,1.1140639,-0.33259198
2881,-0.11481595,0.80832356,-0.75107145
2882,0.07769128,0.76287764,0.3396048
2883,0.07769128,0.76287764,0.3396048
2884,0.07769128,0.76287764,0.3396048
2885,0.07769128,0.76287764,0.3396048
2886,-0.40728176,0.7407182,0.48436338
2887,0.0020147264,0.83249193,0.24552289
2888,1.0701127,0.95340335,0.40129519
2889,0.0020194799,0.83233553,0.24545789
2890,0.780776,1.8038486,-1.1520116
2891,0.0020194799,0.83233553,0.24545789
2892,0.13358742,-1.0875325,-0.45128098
2893,1.6057632,-0.40903753,-0.64924717
2894,1.2429774,-0.5817542,0.99477375
2895,-0.85441595,-0.36849976,1.410361
2896,-1.6679543,-0.32859838,-0.46775958
2897,0.027359113,-1.1630265,-0.12499383
2898,0.61536795,0.025432251,1.6193849
2899,-1.0832282,0.03202662,1.2204751
2900,-1.5102013,-0.040370896,-0.4811482
2901,-0.12050536,-0.72876805,-0.37712935
2902,-0.0038798153,-0.7995957,-0.19904569
2903,-0.0038798004,-0.7995957,-0.19904569
2904,1.2188483,1.3452073,0.80121255
2905,-0.29875153,1.0604838,0.88706553
2906,-1.0128131,1.1610695,-0.13549429
2907,-0.14693666,0.9501541,-0.1671342
2908,0.029262453,1.0845048,0.26869047
2909,0.029262453,1.0845048,0.26869047
2910,-1.7092961,-0.4602446,-1.6541528
2911,0.02213262,-1.5333749,0.020596236
2912,0.022132605,-1.5333749,0.020595998
2913,0.02213262,-1.5333749,0.020596236
2914,0.02213262,-1.5333749,0.020596236
2915,0.02213262,-1.5333749,0.020596236
2916,1.5509791,1.1146724,-1.5615689
2917,1.7508696,1.4188102,0.46702072
2918,0.2274768,1.2473601,1.4360054
2919,-1.1689535,1.3568233,0.57125443
2920,-0.9499179,1.0052327,-1.3447714
2921,0.12478055,1.6646656,0.4628886
2922,0.1631754,0.55141133,0.41176257
2923,-1.5993283,0.37316555,-0.664428
2924,0.057266384,-0.34075928,-0.05860722
2925,0.07752168,-0.34148514,0.010192722
2926,0.07752168,-0.34148514,0.010192722
2927,0.07752168,-0.34148514,0.010192722
2928,0.5451499,0.502831,-2.3738728
2929,-0.116902515,0.97698325,-0.82771635
2930,-1.0945269,1.2590126,0.7874726
2931,-0.116902515,0.97698325,-0.82771635
2932,-0.116902515,0.97698325,-0.82771635
2933,-0.116902515,0.97698325,-0.82771635
2934,0.25747824,0.6422377,-2.0172906
2935,0.100825295,0.034179643,0.30407795
2936,2.106487,1.2682533,-0.2819152
2937,0.100825295,0.034179643,0.30407795
2938,0.32453558,1.249405,1.9948927
2939,0.100825295,0.034179643,0.30407795
2940,1.9635015,0.700034,-0.78609633
2941,0.09485151,-0.3044088,0.14720914
2942,-0.73692304,0.6865091,1.4456792
2943,0.09485151,-0.3044088,0.14720914
2944,0.062057823,-0.3098628,0.13262886
2945,0.09485151,-0.3044088,0.14720914
2946,1.2298895,-0.708986,-0.7683673
2947,1.3063513,-0.73987406,0.11610526
2948,0.8541322,-0.69519246,1.1154742
2949,-0.29762477,-0.5886942,1.7983844
2950,-1.4094747,-0.65082806,0.7866832
2951,-1.5632446,-0.6598042,-0.48292002
2952,-1.151826,0.0041244775,-1.4220529
2953,0.059166223,-0.45995933,-0.03472802
2954,0.059164092,-0.4599591,-0.034729213
2955,0.059166223,-0.45995933,-0.03472802
2956,0.059166223,-0.45995933,-0.03472802
2957,0.059166223,-0.45995933,-0.03472802
2958,1.7392625,0.9791637,1.2146208
2959,0.032644883,-0.131368,0.13695012
2960,-0.6519985,0.8292687,-1.9961296
2961,0.032644883,-0.131368,0.13695012
2962,0.032644883,-0.131368,0.13695012
2963,0.032644883,-0.131368,0.13695012
2964,0.018990934,1.0574235,0.12543324
2965,0.018990934,1.0574235,0.12543324
2966,0.019405603,1.0544851,0.12575117
2967,0.37131515,0.62819254,-1.4238799
2968,1.3014356,0.90285957,-1.331962
2969,1.6164098,1.2346979,-0.23190275
2970,0.9614748,0.82294285,0.5015654
2971,-0.6960436,0.8013396,-1.4640874
2972,0.9932269,1.8064355,-0.9347757
2973,0.104350805,1.4504201,0.45196542
2974,0.10291277,1.4704261,0.45819506
2975,0.104350805,1.4504201,0.45196542
2976,-0.8232653,0.551907,-2.013846
2977,0.07158293,-0.19493325,0.1608924
2978,0.07158293,-0.19493325,0.1608924
2979,0.07158293,-0.19493325,0.1608924
2980,0.07158293,-0.19493325,0.1608924
2981,0.07158293,-0.19493325,0.1608924
2982,-1.6738222,1.7448459,-0.48335555
2983,0.0649299,1.1990389,0.3600536
2984,0.0649299,1.1990389,0.3600536
2985,0.0649299,1.1990389,0.3600536
2986,0.0649299,1.1990389,0.3600536
2987,0.0649299,1.1990389,0.3600536
2988,2.015008,-0.06319404,2.1726234
2989,0.11855978,-2.0432146,0.14702234
2990,-0.42322725,-1.4610453,-0.8794271
2991,0.11855978,-2.0432146,0.14702234
2992,0.11855978,-2.0432146,0.14702234
2993,0.11855978,-2.0432146,0.14702234
2994,-0.07611497,0.81549627,-0.53727853
2995,0.57490253,0.55442023,-1.9656092
2996,1.6304282,1.1633054,-1.0050082
2997,1.7312495,1.2003076,0.19270319
2998,1.2371491,1.2677135,1.3341051
2999,0.03178236,1.1483021,1.3552338
3000,-0.60870105,0.90161216,-2.1181846
3001,0.06266378,0.115617976,0.29348645
3002,0.06266378,0.115617976,0.29348645
3003,0.06266378,0.115617976,0.29348645
3004,0.06266378,0.115617976,0.29348645
3005,0.06266378,0.115617976,0.29348645
3006,1.9933877,1.3530372,0.67786384
3007,0.07675104,1.070119,0.35731602
3008,-0.33480674,1.6605817,1.7568982
3009,0.07675104,1.070119,0.35731602
3010,-1.8140429,1.6788756,-0.6682284
3011,0.07675104,1.070119,0.35731602
3012,-0.47351235,-0.039573163,1.6720749
3013,-1.7350183,-0.061028913,0.6886741
3014,-1.7817281,-0.1041539,-0.7154319
3015,-0.44824648,-0.79186374,-0.6991832
3016,-0.01633571,-1.071283,-0.07411149
3017,-0.016051322,-1.0714763,-0.07369885
3018,1.6959264,-0.17229779,-1.2579452
3019,0.015414223,-1.4462541,-0.10446456
3020,1.9129058,-0.103279054,0.8733089
3021,0.015414223,-1.4462541,-0.10446456
3022,-0.46652472,-0.08305885,1.9632922
3023,0.015414223,-1.4462541,-0.10446456
3024,0.5073887,1.2302213,-1.0472937
3025,1.5760667,1.2222122,0.2934365
3026,1.1933488,1.2944547,1.1607176
3027,0.22796196,1.1540042,1.3491312
3028,-0.7348057,1.2131922,1.204035
3029,-1.2294829,1.2984753,0.27459353
3030,1.8873068,-0.11160235,-0.63363254
3031,1.1512836,-0.1528415,1.6357881
3032,-1.3427535,-0.18050939,1.1781113
3033,-1.3187851,-0.33953446,-1.2981304
3034,0.008546159,-1.0534259,-0.07896605
3035,0.008584276,-1.0534575,-0.07889798
3036,-1.7290059,1.141349,-0.1717942
3037,0.0948516,-0.40188074,0.0029452145
3038,-0.08626944,0.39183557,-1.104209
3039,0.09485158,-0.40188074,0.0029450953
3040,0.09485158,-0.40188074,0.0029450953
3041,0.09485158,-0.40188074,0.0029450953
3042,-0.9068171,1.1209474,0.694381
3043,-1.0892138,1.1377528,-1.3419837
3044,1.0329967,0.94937235,0.4142649
3045,-0.1120846,0.81715405,-0.18138334
3046,0.9044026,1.3440601,-0.7573354
3047,-0.1120846,0.81715405,-0.18138334
3048,-0.63308877,0.6562391,-2.1274302
3049,0.063614205,-0.07844812,0.1972996
3050,0.063614205,-0.07844812,0.1972996
3051,0.063614205,-0.07844812,0.1972996
3052,0.063614205,-0.07844812,0.1972996
3053,0.063614205,-0.07844812,0.1972996
3054,-1.5432316,1.4578209,-0.38088706
3055,-0.07217543,0.9067903,-0.37326446
3056,-0.09027223,0.9065035,-0.36549506
3057,-0.07217543,0.9067903,-0.37326446
3058,-0.07217543,0.9067903,-0.37326446
3059,-0.07217543,0.9067903,-0.37326446
3060,0.0044743717,-1.510149,-0.04973975
3061,0.015535191,-1.5093355,-0.08864084
3062,0.55536306,-1.0877829,-0.8212712
3063,0.6809293,-1.113579,-0.17197362
3064,0.53068644,-1.078804,0.48077694
3065,-0.20185724,-0.99188,0.98177314
3066,0.5079622,-1.0710924,-0.068397075
3067,0.23218074,-1.1216847,0.23002514
3068,-0.17301154,-1.0370373,0.5314294
3069,-0.5728253,-1.0418445,0.2746761
3070,-0.45796406,-1.0477005,-0.35744074
3071,-0.027129114,-1.348199,-0.16646758
3072,0.83884,0.84409565,0.07342446
3073,-0.8120445,0.76698524,-1.6198212
3074,-0.042822495,1.2374638,-1.366882
3075,0.10652354,1.2244219,0.5276688
3076,0.10652354,1.2244219,0.5276688
3077,0.10652354,1.2244219,0.5276688
3078,0.177376,0.28246748,2.0217247
3079,0.029398084,-1.0202619,-0.08784041
3080,-1.9565881,0.37589854,-0.5737953
3081,0.029398084,-1.0202619,-0.08784041
3082,0.029342294,-1.020219,-0.08792558
3083,0.029398084,-1.0202619,-0.08784041
3084,0.044979364,-0.23780186,0.16362005
3085,0.011157483,-0.38885796,-0.24887341
3086,0.58472675,0.09144978,-1.7501826
3087,1.5282823,0.4050023,-1.0246152
3088,1.7678715,0.338234,0.06693554
3089,1.3715309,0.38601243,1.1300395
3090,-1.2985328,1.1435078,0.8371626
3091,1.0463291,0.82726616,-0.11254713
3092,0.11373171,1.0597624,-1.2742991
3093,0.039054066,0.3584957,-0.8093753
3094,0.039919913,-0.11968891,0.16269523
3095,0.03991893,-0.11968961,0.16269483
3096,1.6670092,0.28517798,0.86134624
3097,0.6231914,0.29776716,1.5968482
3098,-0.29444098,0.3830372,1.6247067
3099,-1.3512728,0.36893559,0.86943233
3100,-1.5680256,0.35194695,-0.19372189
3101,-1.1128708,0.01376687,-1.4530991
3102,2.2141476,1.0752755,0.7647234
3103,0.025297076,-0.29677838,0.15449548
3104,-1.8857516,1.2469293,0.6412549
3105,0.025297076,-0.29677838,0.15449548
3106,0.011299938,-0.29996562,0.14725885
3107,0.025297076,-0.29677838,0.15449548
3108,0.022096828,-0.13574134,0.14809549
3109,0.022096828,-0.13574134,0.14809549
3110,0.022096828,-0.13574134,0.14809549
3111,-0.035237,0.1029257,-0.78931
3112,0.96450806,0.3064909,-1.8858181
