i,x1,y1,z1
316,-0.046531186,0.6564561,-0.33355013
317,-0.046531186,0.6564561,-0.33355013
318,-0.16124266,-1.3616725,-0.28017035
319,-0.010140091,-1.4825575,-0.05892864
320,-0.00725767,-1.4841425,-0.05451432
321,-0.0072574317,-1.4841427,-0.0545142
322,-0.0072574317,-1.4841427,-0.0545142
323,-0.0072574317,-1.4841427,-0.0545142
324,1.7405094,1.3537586,1.5369972
325,-0.06538862,-0.05204898,0.15659212
326,-1.1230018,1.6326864,1.7493291
327,-0.06538862,-0.05204898,0.15659212
328,-1.7151167,1.2575284,-1.52728
329,-0.06538862,-0.05204898,0.15659212
330,-0.5010021,0.4234249,2.0395358
331,0.6746311,-0.8738983,0.09079835
332,0.64716923,-0.8037519,-0.5241308
333,0.4186787,-1.0340375,-0.56126904
334,0.053739116,-1.4458796,-0.011190802
335,0.05356787,-1.4461588,-0.011010319
336,1.723749,1.0879469,-0.74499714
337,0.6956189,1.1317871,1.286997
338,-0.9584222,1.1469096,0.35302716
339,-0.26986313,0.93657583,-0.8361387
340,0.10009134,2.331947,0.45035025
341,0.10009134,2.331947,0.45035025
342,1.9710854,1.0113077,-1.3126863
343,0.03663881,-0.85063016,-0.12228736
344,1.7431204,0.88141024,1.6084679
345,0.03663881,-0.85063016,-0.12228736
346,-1.4923363,1.0682312,1.6496944
347,0.03663881,-0.85063016,-0.12228736
348,-1.1166214,0.6334943,0.35289812
349,0.68264633,0.56715274,-1.0531638
350,0.10124341,-0.23318447,0.14970928
351,0.10118277,-0.2332777,0.14973086
352,0.10118277,-0.2332777,0.14973086
353,0.10118277,-0.2332777,0.14973086
354,0.079849154,-1.4752018,0.054360956
355,-0.15396589,-1.5559168,-0.048022896
356,-0.035560295,-1.5590243,-0.13361183
357,0.023609638,-1.6181257,-0.08023086
358,0.023609638,-1.6181257,-0.08023086
359,0.023609638,-1.6181257,-0.08023086
360,1.5110879,0.9127611,-1.5790209
361,1.9523633,0.9224035,0.24829084
362,0.73290086,1.0102435,1.6874343
363,-0.7903358,1.0081395,1.3963526
364,-1.6308719,1.0454195,-0.26485255
365,-0.5308107,0.40174514,-1.4061292
366,0.65757495,0.6932141,-2.651728
367,0.028026506,-0.108850226,0.17211522
368,2.0565515,1.144418,0.3970414
369,0.028026506,-0.108850226,0.17211522
370,-0.29194373,1.407267,1.8336469
371,0.028026506,-0.108850226,0.17211522
372,0.96272695,0.94960815,-0.034038752
373,0.011014625,-0.8359975,-0.17103353
374,0.014362544,-0.8315821,-0.17431834
375,0.011014625,-0.8359975,-0.17103353
376,0.011014625,-0.8359975,-0.17103353
377,0.011014625,-0.8359975,-0.17103353
378,0.0713104,-0.69798607,0.021298379
379,0.0713104,-0.69798607,0.021298379
380,0.0713104,-0.69798607,0.021298379
381,0.0713104,-0.69798607,0.021298379
382,0.15529692,0.41104943,-1.6391295
383,0.0713104,-0.69798607,0.021298379
384,1.7469363,0.016191721,-0.90639937
385,1.7389232,-0.051855326,0.50212395
386,0.5996281,-0.042395897,1.6352875
387,-1.0562316,-0.10797559,1.3536851
388,-1.5693108,-0.073610336,-0.19545248
389,-0.3775534,-0.667245,-0.84927857
390,1.7498386,1.4052998,-1.6542157
391,0.11389546,1.8406953,0.4866207
392,1.3584436,1.5348871,1.7355081
393,0.11389546,1.8406953,0.4866207
394,-1.6149404,1.6060914,0.6005399
395,0.11389546,1.8406953,0.4866207
396,0.19117448,0.48371142,-1.7438924
397,0.039851665,-0.5853135,-0.005977124
398,2.2999864,1.1396339,-0.13695237
399,0.039851665,-0.5853135,-0.005977124
400,-0.37644494,1.3690308,2.1052132
401,0.039851665,-0.5853135,-0.005977124
402,-0.022449374,0.8404867,0.15412548
403,-0.022449374,0.8404867,0.15412548
404,2.0589023,1.1824292,-1.0045556
405,-0.022449374,0.8404867,0.15412548
406,-0.9489287,1.2195395,1.1968815
407,-0.022449374,0.8404867,0.15412548
408,1.6231487,-0.18990663,1.8656979
409,0.0027440786,-1.5747336,-0.07628742
410,-0.0436472,-1.5432135,-0.1587874
411,0.0027440786,-1.5747336,-0.07628742
412,0.0027440786,-1.5747336,-0.07628742
413,0.0027440786,-1.5747336,-0.07628742
414,-0.43567926,0.11569993,1.761944
415,0.02178958,-1.0002184,-0.10516968
416,-1.7419688,0.074794054,-0.435151
417,0.02178958,-1.0002184,-0.10516968
418,0.016453937,-0.9956679,-0.11560121
419,0.02178958,-1.0002184,-0.10516968
420,0.029757008,-1.4788467,-0.119181186
421,0.029753149,-1.4788455,-0.1191757
422,1.5139188,-0.19700949,1.6512953
423,0.029753149,-1.4788455,-0.1191757
424,-0.0012425184,-1.4520289,-0.1856716
425,0.029753149,-1.4788455,-0.1191757
426,0.13010494,0.5635709,-0.750505
427,0.93304014,0.96132547,0.2419365
428,-0.69535047,0.84538287,0.22350629
429,-0.04734145,0.8620537,-0.66593087
430,-0.04712519,0.86203426,-0.6659386
431,-0.04712519,0.86203426,-0.6659386
432,-0.5906795,0.7461067,0.29083532
433,-0.86686414,0.45635337,-1.3884658
434,1.070317,0.9664671,-0.0023800135
435,0.116260305,0.16369568,0.3532094
436,-0.059607014,0.97496676,-1.155073
437,0.11626044,0.16369577,0.3532095
438,1.0065558,0.9805275,-0.0034886748
439,-1.6159555,0.31828183,0.18296167
440,0.32662797,0.8869278,-1.6237974
441,0.08295803,-0.5967719,-0.060767323
442,0.08295803,-0.5967719,-0.060767323
443,0.08295803,-0.5967719,-0.060767323
444,0.28203744,-0.42513132,-1.087464
445,0.050477147,-0.73669326,-0.08256492
446,1.8516985,0.35457766,-0.5792779
447,0.050477147,-0.73669326,-0.08256492
448,1.117925,0.3017633,1.639169
449,0.050477147,-0.73669326,-0.08256492
450,0.58190733,0.9249521,-0.54589784
451,0.0035267398,1.0992554,-1.101652
452,-0.11902602,1.0464872,-1.0981673
453,-0.107657716,1.0412847,-1.095759
454,-0.107657716,1.0412847,-1.095759
455,-0.107657716,1.0412847,-1.095759
456,2.207962,-0.4514264,-0.53273714
457,1.829322,-0.5296476,1.6472138
458,-0.7084725,-0.5186742,2.097503
459,-2.2297707,-0.47335613,0.098252445
460,-0.2853077,-1.4062911,-0.54062784
461,0.028571218,-1.6113089,-0.04471484
462,1.0133636,1.4159064,-0.205894
463,1.2959396,0.7024967,1.2940379
464,0.20056581,0.80601424,1.0214839
465,-0.7837735,0.7248071,1.3472631
466,-1.4805813,0.72258407,0.27230012
467,-1.4874719,0.64247566,-1.0807198
468,-1.6683539,0.30461073,-0.14007303
469,0.04052414,-1.0345148,-0.06625405
470,0.019281402,-1.0591005,-0.050410062
471,0.019558042,-1.0593107,-0.049975485
472,0.019558042,-1.0593107,-0.049975485
473,0.019558042,-1.0593107,-0.049975485
474,-0.68709457,-0.9266088,-1.2535158
475,0.010498151,-1.4527823,-0.120230585
476,0.010498151,-1.4527823,-0.120230585
477,0.010498151,-1.4527823,-0.120230585
478,0.010498151,-1.4527823,-0.120230585
479,0.010498151,-1.4527823,-0.120230585
480,-0.5882493,-1.1968772,-0.09103802
481,-0.28679156,-1.2746738,-0.4552206
482,-0.02182448,-1.529569,-0.12267497
483,-0.0073509365,-1.5410634,-0.09512249
484,-0.007350579,-1.5410635,-0.09512225
485,-0.007350579,-1.5410635,-0.09512225
486,1.9469904,1.1757046,-0.98077095
487,0.058534175,-0.6252253,-0.082000524
488,1.2633536,1.1144279,1.7965115
489,0.058534175,-0.6252253,-0.082000524
490,-1.652172,1.1000705,1.1420355
491,0.058534175,-0.6252253,-0.082000524
492,0.026700571,-0.5110172,0.00588724
493,0.026700571,-0.5110172,0.00588724
494,0.026702493,-0.51110876,0.005865842
495,0.43852985,-0.17297597,-1.3016113
496,1.8570241,0.3145783,-0.98318875
497,1.7855287,0.30109513,0.86694777
498,-0.07736337,0.19315384,1.4957091
499,0.033800066,-0.5676586,-0.048469692
500,0.02057612,-0.572306,-0.051349014
501,0.033800066,-0.5676586,-0.048469692
502,0.033800066,-0.5676586,-0.048469692
503,0.033800066,-0.5676586,-0.048469692
504,-0.398112,0.88736415,0.1705949
505,-0.129598,1.0741975,-1.0137875
506,0.31161806,1.3265929,-1.2851976
507,-0.12959158,1.074196,-1.0137862
508,-0.12959158,1.074196,-1.0137862
509,-0.12959158,1.074196,-1.0137862
510,0.5051358,0.9033845,-1.4408549
511,-0.08905873,0.84923893,0.0033400133
512,-0.046276852,0.875699,0.15394518
513,-0.046276852,0.875699,0.15394516
514,-0.046276852,0.875699,0.15394516
515,-0.046276852,0.875699,0.15394516
516,1.8207446,1.2138981,-1.1443954
517,1.9477031,1.3765277,0.33126444
518,0.97975874,1.4400946,1.7011312
519,-0.32955098,1.5690871,1.4921925
520,-1.48461,1.5343448,0.41905996
521,-1.3997364,1.3656932,-1.2779256
522,1.7413893,0.0972112,0.6292149
523,0.9769165,0.091534674,1.5319037
524,-0.10324471,0.14062488,1.660889
525,-1.1991942,0.17307557,1.2282871
526,-1.6049391,0.16706872,0.099033356
527,-1.357369,-0.011435166,-1.2349896
528,1.1134517,1.0517396,1.9356047
529,0.10515045,-0.28240508,0.05114174
530,-1.1800982,0.6974973,-1.8132316
531,0.10515045,-0.28240508,0.05114174
532,0.10515045,-0.28240508,0.05114174
533,0.10515045,-0.28240508,0.05114174
534,-1.420804,-0.18877696,-1.0052425
535,1.4144785,-0.64817876,1.4751236
536,1.3978158,-0.7077812,0.50818217
537,1.4841429,-0.5503269,-0.3251426
538,1.1358502,-0.63506895,-1.0775923
539,0.21201378,-1.4805452,-0.3070641
540,1.0938786,0.39865565,0.4323476
541,-0.14917019,-1.4592792,-0.25734738
542,0.822883,0.035144493,-1.2824297
543,-0.007497534,-1.5945073,-0.07522634
544,-0.007497534,-1.5945073,-0.07522634
545,-0.007497534,-1.5945073,-0.07522634
546,-0.40615052,1.1759478,2.1366947
547,0.009342536,-0.74193245,-0.15885738
548,-0.5555822,0.32410097,-1.9990989
549,0.009342536,-0.74193245,-0.15885738
550,0.009342536,-0.74193245,-0.15885738
551,0.009342536,-0.74193245,-0.15885738
552,-1.9546422,0.4850769,-0.33709732
553,1.1798412,-0.18939136,-0.899382
554,0.7728677,-0.42409897,-1.3085243
555,0.087854445,-1.3379906,-0.071768075
556,0.06827821,-1.3648094,-0.052179962
557,0.068277046,-1.3648114,-0.05217877
558,0.045946717,-0.6236764,-0.04424432
559,0.045946673,-0.62367636,-0.04424444
560,1.8338988,0.8026171,-1.7268885
561,0.045946673,-0.62367636,-0.04424444
562,-0.36169517,1.0407786,2.0327222
563,0.045946673,-0.62367636,-0.04424444
564,-1.4936572,0.8707727,-0.16430339
565,-1.2219135,0.61032444,-1.4348962
566,-0.2695861,0.2569176,-0.67913675
567,-0.048390716,0.043570235,0.059522256
568,-0.048352867,0.04358445,0.05955054
569,-0.048352867,0.04358445,0.05955054
570,0.053756535,-0.2285841,0.06799036
571,0.053756535,-0.2285841,0.06799036
572,0.03608857,0.5866752,-1.2604886
573,0.053756535,-0.2285841,0.06799036
574,1.9275335,1.2030182,-1.2508167
575,0.053756535,-0.2285841,0.06799036
576,-1.7419492,1.6679207,-0.34776747
577,-0.2307241,0.9088595,-0.37482318
578,-0.24089685,0.9199746,-0.47461668
579,-0.2307241,0.9088595,-0.37482318
580,-0.2307241,0.9088595,-0.37482318
581,-0.2307241,0.9088595,-0.37482318
582,0.5363771,1.2086798,-0.8110372
583,-1.2014917,1.1371886,0.17080832
584,-1.1652648,1.0371573,-1.1099976
585,-0.369573,1.0178379,-1.3868378
586,-0.17701614,1.0011411,-0.9982718
587,-0.1764518,1.0003482,-0.9965236
588,0.062287644,0.14143696,0.32785165
589,0.062287644,0.14143696,0.32785165
590,0.062287644,0.14143696,0.32785165
591,0.06228803,0.14143161,0.32785514
592,0.0095658,0.12030033,-0.19842976
593,0.7010755,0.33582044,-2.0297043
594,0.7633697,0.94764036,-1.21288
595,0.11321156,-0.6047204,-0.037504524
596,0.11321263,-0.60472137,-0.037502438
597,0.11321263,-0.60472137,-0.037502438
598,0.11321263,-0.60472137,-0.037502438
599,0.11321263,-0.60472137,-0.037502438
600,-0.091866165,-1.4034406,0.016293854
601,-0.193281,-1.3959718,0.15422794
602,-0.1985124,-1.3930713,-0.20809212
603,-0.08857797,-1.4831766,-0.17632344
604,0.00030332804,-1.5514567,-0.08991411
605,0.0003054142,-1.5514578,-0.08991173
606,0.46472067,0.08873573,-1.6023223
607,1.7623535,0.54390055,-1.1338044
608,1.9500803,0.5701241,0.49296206
609,0.38545075,0.6278215,1.8413025
610,-1.321782,0.69495696,1.1762534
611,-1.575917,0.6364092,-0.5598806
612,0.06387776,-0.29738343,-0.022735149
613,0.04535076,-0.16750422,0.24828349
614,0.66862977,-0.066284806,0.16056925
615,0.04535076,-0.16750422,0.24828349
616,-0.37134188,-0.0015637949,0.77777195
617,0.04535076,-0.16750422,0.24828349
618,0.39353478,0.41841412,-2.0979714
619,0.07814288,-0.62998295,-0.060394555
620,-1.2283155,1.0985264,-0.37245724
621,0.07814288,-0.62998295,-0.060394555
622,0.07814288,-0.62998295,-0.060394555
623,0.07814288,-0.62998295,-0.060394555
624,-0.022728309,-1.5582501,-0.09028879
625,-0.022730052,-1.5582508,-0.090286046
626,2.100791,-0.26236665,1.2355716
627,-0.022730052,-1.5582508,-0.090286046
628,-0.14742503,-1.4734534,-0.30379513
629,-0.022730052,-1.5582508,-0.090286046
630,-1.5499569,1.001938,0.7409226
631,0.079820424,-0.32422745,0.07625541
632,-0.4313218,0.67786294,-2.117331
633,0.079820424,-0.32422745,0.07625541
634,0.079820424,-0.32422745,0.07625541
635,0.079820424,-0.32422745,0.07625541
636,0.029800639,-1.0273567,-0.18720797
637,1.1766374,-0.24261077,-1.6315109
638,1.7399708,-0.2706998,0.08131536
639,0.7168321,-0.19309728,1.6293774
640,-1.1192592,-0.23872228,1.1576983
641,-1.5847342,-0.18883605,-0.7564753
642,1.0305623,-0.84117144,-0.7398999
643,1.2100104,-0.8731984,0.18266371
644,0.61092293,-0.75884277,1.1293032
645,-0.814024,-0.7083775,1.2922114
646,-1.6195647,-0.7299142,0.1744245
647,-0.5767145,-1.1440644,-0.64424515
648,-1.501316,0.963725,-1.2425598
649,0.03678602,-0.08404632,0.24294764
650,0.03678602,-0.08404632,0.24294764
